,name,street,town,state,zipcode,annual_rounds,ownership,year_built,green_fees
690,Club at Morningside,39033 Morningside Dr,Rancho Mirage,CA,92270,"14,000 (estimated)",Private,1982,$75.00
691,Desert Island Golf & Country Club,71777 Frank Sinatra Dr,Rancho Mirage,CA,92270,"29,000 (estimated)",Private,1958,$75.00
692,Dinah Shore Tournament Course at Mission Hills Country Club,34-600 Mission Hills Dr,Rancho Mirage,CA,92270,"120,000 (estimated)",Private,1970,$215.00
693,Mission Hills North Course at Westin Mission Hills Resort,71501 Dinah Shore Dr,Rancho Mirage,CA,92270,"85,000 (estimated)",Resort,1991,$145.00
694,Mission Hills Resort Course at Westin Mission Hills Resort,71501 Dinah Shore Dr,Rancho Mirage,CA,92270,"85,000 (estimated)",Resort,1987,$145.00
695,North South Course at Marriotts Rancho Las Palmas Resort & Country Club,42000 Bob Hope Dr,Rancho Mirage,CA,92270,"58,000 (estimated)",Resort,1977,$129.00
696,Pete Dye Challenge Course at Mission Hills Country Club,34-600 Mission Hills Dr,Rancho Mirage,CA,92270,"120,000 (estimated)",Private,1988,$180.00
697,Rancho Mirage Country Club,38500 Bob Hope Dr,Rancho Mirage,CA,92270,"35,000 (estimated)",Semi-Private,1982,$95.00
698,South West Course at Marriotts Rancho Las Palmas Resort & Country Club,42000 Bob Hope Dr,Rancho Mirage,CA,92270,"58,000 (estimated)",Resort,1977,$129.00
699,Springs Club,1 Duke Dr,Rancho Mirage,CA,92270,"28,000 (estimated)",Private,1974,$70.00
700,Sunrise Country Club,71601 Country Club Dr,Rancho Mirage,CA,92270,"35,000 (estimated)",Private,1974,$50.00
701,Tamarisk Country Club,70-240 Frank Sinatra Dr,Rancho Mirage,CA,92270,"3,509 (estimated)",Private,1953,$75.00
702,Thunderbird Country Club,70-612 Hwy 111,Rancho Mirage,CA,92270,N/A,Private,1950,$75.00
703,West North Course at Marriotts Rancho Las Palmas Resort & Country Club,42000 Bob Hope Dr,Rancho Mirage,CA,92270,"58,000 (estimated)",Resort,1977,$129.00
704,North Course at Rancho Murieta Country Club,7000 Alameda Dr,Rancho Murieta,CA,95683,"80,000 (estimated)",Private,1971,$70.00
705,South Course at Rancho Murieta Country Club,7000 Alameda Dr,Rancho Murieta,CA,95683,"80,000 (estimated)",Private,1979,$60.00
706,Los Verdes Golf Course,7000 W Los Verdes Dr,Rancho Palos Verdes,CA,90275,"30,000 (estimated)",Public,1965,$27.00
707,Ocean Trails Golf Club,One Ocean Trails Dr,Rancho Palos Verdes,CA,90275,"56,000 (estimated)",Public,1999,$200.00
708,Bridges at Rancho Santa Fe,18495 Seven Bridges Rd,Rancho Santa Fe,CA,92091,N/A,Private,N/A,N/A
709,Del Mar Country Club,6001 Clubhouse Dr,Rancho Santa Fe,CA,92067,"35,000 (estimated)",Private,1991,$85.00
710,East South Course at Morgan Run Resort & Club,5690 Concha De Golf,Rancho Santa Fe,CA,92091,"100,000 (estimated)",Resort,1965,$90.00
711,Lakes to Ocean Course at Fairbanks Ranch Country Club,15150 San Dieguito Rd,Rancho Santa Fe,CA,92067,"35,000 (estimated)",Private,1984,$95.00
712,North East Course at Morgan Run Resort & Club,5690 Concha De Golf,Rancho Santa Fe,CA,92091,"100,000 (estimated)",Resort,1965,$90.00
713,Ocean to Valley Course at Fairbanks Ranch Country Club,15150 San Dieguito Rd,Rancho Santa Fe,CA,92067,"35,000 (estimated)",Private,1984,$95.00
714,Rancho Santa Fe Farms Golf Club,8500 Saint Andrews Rd,Rancho Santa Fe,CA,92067,"25,000 (estimated)",Private,1988,$75.00
715,Rancho Santa Fe Golf Club,5827 Via De La Cumbre,Rancho Santa Fe,CA,92067,"45,000 (estimated)",Private,1927,$75.00
716,South North Course at Morgan Run Resort & Club,5690 Concha De Golf,Rancho Santa Fe,CA,92091,"100,000 (estimated)",Resort,1965,$90.00
717,Valley to Lakes Course at Fairbanks Ranch Country Club,15150 San Dieguito Rd,Rancho Santa Fe,CA,92067,"35,000 (estimated)",Private,1984,$95.00
718,Tijeras Creek Golf Club,29082 Tijeras Creek Rd,Rancho Santa Margarita,CA,92688,"70,000 (estimated)",Public,1990,$125.00
719,Oak Creek Golf Course,2620 Montgomery Rd,Red Bluff,CA,96080,"37,000 (estimated)",Public,1976,$17.00
720,Wilcox Oaks Golf Club,2 Wilcox Golf Dr,Red Bluff,CA,96080,"35,000 (estimated)",Private,1956,$25.00
721,Allens Golf Course,2780 Sacramento Dr,Redding,CA,96001,N/A,Public,1962,$13.00
722,Anderson Tucker Oaks Golf Course,6241 Churn Creek Rd,Redding,CA,96002,"50,000 (estimated)",Public,1964,$16.00
723,Churn Creek Golf Course,7335 Churn Creek Rd,Redding,CA,96002,N/A,Public,1971,$18.00
724,Gold Hills Country Club,1950 Gold Hills Dr,Redding,CA,96003,"43,000 (estimated)",Semi-Private,1979,$30.00
725,Golf Club Tierra Oaks,19700 La Crescenta Dr,Redding,CA,96003,"32,000 (estimated)",Private,1993,$65.00
726,Lake Redding Golf Course,1795 Benton Dr,Redding,CA,96003,N/A,Public,1962,$13.00
727,River Bend Golf & Country Club,5369 Indianwood Dr,Redding,CA,96001,"25,000 (estimated)",Semi-Private,1991,$20.00
728,Riverview Golf & Country Club,4200 Bechelli Ln,Redding,CA,96002,N/A,Private,1947,$50.00
729,Redlands Country Club,1749 Garden St,Redlands,CA,92373,"37,000 (estimated)",Private,1896,$35.00
730,Emerald Hills Golf Course,938 Wilmington Way,Redwood City,CA,94062,N/A,Public,1950,$24.00
731,Bass Lake Golf Course,3000 Alexandrite Drive,Rescue,CA,95672,"30,000 (estimated)",Public,1993,$28.00
732,El Rancho Verde Country Club,355 E Country Club Dr,Rialto,CA,92377,N/A,Public,1960,$33.00
733,Richmond Country Club,3900 Giant Rd,Richmond,CA,94806,"44,000 (estimated)",Private,1924,$55.00
734,China Lake Golf Course,411 Midway Dr,Ridgecrest,CA,93555,N/A,Military,1956,$16.00
735,Rio Vista Golf Club,1000 Summerset Dr,Rio Vista,CA,94571,"30,000 (estimated)",Public,1996,$65.00
736,Jack Tone Golf,1500 Ruess Rd,Ripon,CA,95366,N/A,Public,1997,$17.00
737,Spring Creek Golf Course & Country Club,16436 E Spring Creek Dr,Ripon,CA,95366,"24,000 (estimated)",Private,1963,$30.00
738,Canyon Crest Country Club,975 Country Club Dr,Riverside,CA,92506,"32,000 (estimated)",Private,,N/A
739,El Rivino Country Club,5530 El Rivino Rd,Riverside,CA,92509,N/A,Public,1956,$45.00
740,Fairmont Park Golf Course & Country Club,2681 Dexter Dr,Riverside,CA,92501,N/A,Public,1950,$10.00
741,General Old Golf Course,6104 Village W Dr,Riverside,CA,92518,"80,000 (estimated)",Public,1958,$27.00
742,Indian Hills Golf Club,5700 Club House Dr,Riverside,CA,92509,"60,000 (estimated)",Public,1965,$49.00
743,Jurupa Hills Country Club,6161 Moraga Ave,Riverside,CA,92509,N/A,Public,1960,$42.00
744,Oak Quarry Golf Course,7151 Sierra Ave,Riverside,CA,92509,N/A,Public,2000,$95.00
745,Paradise Knolls,9330 Limonite Ave,Riverside,CA,92509,"65,000 (estimated)",Public,1965,$39.00
746,Riverside Golf Club,1011 N Orange St,Riverside,CA,92501,N/A,Public,1910,$32.00
747,Sky Links Golf Course,6720 Van Buren Blvd,Riverside,CA,92503,"30,000 (estimated)",Public,1997,$17.00
748,Victoria Club,2521 Arroyo Dr,Riverside,CA,92506,"40,000 (estimated)",Private,1892,$65.00
749,Sunset Whitney Country Club,4201 Midas Ave,Rocklin,CA,95677,"44,000 (estimated)",Private,1967,$50.00
750,Whitney Oaks Golf Club,2305 Clubhouse Dr,Rocklin,CA,95765,N/A,Public,1997,$69.00
751,North Course at Foxtail Golf Club,100 Golf Course Dr,Rohnert Park,CA,94928,N/A,Resort,1974,$48.00
752,South Course at Foxtail Golf Club,100 Golf Course Dr,Rohnert Park,CA,94928,N/A,Resort,1963,$36.00
753,Rolling Hills Country Club,27000 Palos Verdes Dr E,Rolling Hills Estates,CA,90274,"45,000 (estimated)",Private,1969,$60.00
754,Eighteen Course at Whittier Narrows Golf Course,8640 Rush St,Rosemead,CA,91770,"65,000 (estimated)",Public,1960,$25.00
755,Nine Hole Course at Whittier Narrows Golf Course,8640 Rush St,Rosemead,CA,91770,"65,000 (estimated)",Public,1960,$24.50
756,Diamond Oaks Municipal Golf Course,349 Diamond Oaks Rd,Roseville,CA,95678,N/A,Public,1964,$22.00
757,Lakes Oaks Course at Sun City Roseville Golf Course,7050 Del Webb Blvd,Roseville,CA,95747,N/A,Semi-Private,1997,$50.00
758,Roseville Rolling Greens Golf Course,5572 Eureka Rd,Roseville,CA,95746,N/A,Public,1957,$15.00
759,Sierra Pines Course at Sun City Roseville Golf Course,7050 Del Webb Blvd,Roseville,CA,95747,N/A,Semi-Private,1997,$50.00
760,Sierra View Country Club,105 Alta Vista Ave,Roseville,CA,95678,"35,000 (estimated)",Private,1956,$40.00
761,Woodcreek Golf Club,5880 Woodcreek Oaks Blvd,Roseville,CA,95747,"60,000 (estimated)",Public,1995,$33.00
762,Pajaro Valley Golf Club,967 Salinas Rd,Royal Oaks,CA,95076,N/A,Public,1928,$55.00
763,Alister Mackenzie Course at Haggin Oaks Golf Course,3645 Fulton Ave,Sacramento,CA,95821,N/A,Public,1932,$46.00
764,Arcade Creek Course at Haggin Oaks Golf Course,3645 Fulton Ave,Sacramento,CA,95821,N/A,Public,1956,$25.00
765,Bartley Cavanaugh Golf Course,8301 Freeport Blvd,Sacramento,CA,95832,N/A,Public,1995,$25.00
766,Bradshaw Ranch Golf Course,7350 Bradshaw Rd,Sacramento,CA,95829,N/A,Public,1989,$11.50
767,Campus Commons Golf Course,2 Cadillac Dr,Sacramento,CA,95825,N/A,Public,1974,$14.00
768,Champions Golf Links,8915 Gerber Rd,Sacramento,CA,95829,"50,000 (estimated)",Public,1996,$23.00
769,Cordova Golf Course,9425 Jackson Rd,Sacramento,CA,95826,"95,000 (estimated)",Public,1958,$12.00
770,Del Paso Country Club,3333 Marconi Ave,Sacramento,CA,95821,"43,000 (estimated)",Private,1916,$85.00
771,Eighteen Course at Bing Maloney Golf Course,6801 Freeport Blvd,Sacramento,CA,95822,N/A,Public,1952,$24.00
772,Executive Course at Bing Maloney Golf Course,6801 Freeport Blvd,Sacramento,CA,95822,N/A,Public,1985,$8.00
773,Foothill Golf Center,7000 Verner Ave,Sacramento,CA,95841,N/A,Public,1975,$15.00
774,Teal Bend Golf Club,7200 Garden Hwy,Sacramento,CA,95837,N/A,Public,1997,$52.00
775,Wildhawk Golf Club,7713 Vineyard Rd,Sacramento,CA,95829,"54,000 (estimated)",Public,1997,$42.00
776,William Land Park Municipal Golf Course,1701 Sutterville Rd,Sacramento,CA,95822,"50,000 (estimated)",Public,1923,$17.50
777,Meadowood Resort Hotel,900 Meadowood Ln,Saint Helena,CA,94574,"20,000 (estimated)",Private,1965,$35.00
778,Corral de Tierra Country Club,81 Corral De Tierra Rd,Salinas,CA,93908,N/A,Private,1959,$50.00
779,Salinas Fairways Golf Course,45 Skyway Blvd,Salinas,CA,93905,N/A,Public,1965,$30.00
780,Salinas Golf & Country Club,475 San Juan Grade Rd,Salinas,CA,93906,N/A,Private,1957,$40.00
781,Twin Creeks Golf Course,45 Skyway,Salinas,CA,93905,N/A,Public,2000,$17.00
782,Arrowhead Country Club,3433 N Parkside Dr,San Bernardino,CA,92404,"45,000 (estimated)",Private,1970,$50.00
783,San Bernardino Golf Club,1494 S Waterman Ave,San Bernardino,CA,92408,"50,000 (estimated)",Public,1960,$26.00
784,Shandin Hills Golf Club,3380 Little Mountain Dr,San Bernardino,CA,92405,"72,000 (estimated)",Public,1990,$39.00
785,Carnoustie Muirfield Course at Pacific Golf & Country Club,200 Avenida La Pata,San Clemente,CA,92673,"40,000 (estimated)",Private,1988,$65.00
786,Muirfield Royal Lytham Course at Pacific Golf & Country Club,200 Avenida La Pata,San Clemente,CA,92673,"40,000 (estimated)",Private,1988,$65.00
787,Royal Lytham Carnoustie Course at Pacific Golf & Country Club,200 Avenida La Pata,San Clemente,CA,92673,"40,000 (estimated)",Private,1988,$65.00
788,San Clemente Municipal Golf Course,150 E Avenida Magdalena,San Clemente,CA,92672,"75,000 (estimated)",Public,1928,$30.00
789,Shorecliffs Golf Club,501 Avenida Vaquero,San Clemente,CA,92672,"60,000 (estimated)",Public,1965,$60.00
790,Talega Golf Club,990 Avenida Talega,San Clemente,CA,92673,N/A,Public,2001,$120.00
791,3 Par at Four Points,8110 Aero Dr,San Diego,CA,92123,N/A,Resort,1998,N/A
792,Bernardo Heights Country Club,16066 Bernardo Heights Pkwy,San Diego,CA,92128,"44,000 (estimated)",Private,1983,$55.00
793,Carmel Mountain Ranch Country Club,14050 Carmel Ridge Rd,San Diego,CA,92128,"55,000 (estimated)",Public,1986,$105.00
794,Colina Park Golf Course,4085 52nd St,San Diego,CA,92105,"30,000 (estimated)",Public,1954,$5.00
795,DoubleTree Carmel Highland Resort,14455 Penasquitos Dr,San Diego,CA,92129,"51,000 (estimated)",Resort,1964,$65.00
796,Eagle Crest Golf Club,2492 Old Ranch Rd,San Diego,CA,92027,N/A,Public,1989,$65.00
797,East Course at The Grand Golf Club,5300 Grand Del Mar Way,San Diego,CA,92130,N/A,Semi-Private,1999,$175.00
798,East South Course at Oaks North Golf Course,12602 Oaks N Dr,San Diego,CA,92128,"65,000 (estimated)",Public,1971,$28.00
799,Eighteen Hole Course at Balboa Park Municipal Golf Club,2600 Golf Course Dr,San Diego,CA,92102,N/A,Public,1921,$41.00
800,Miramar Memorial Golf Course,Marine Corps Air Station Miramar,San Diego,CA,92145,"80,000 (estimated)",Military,1964,$26.00
801,Mission Bay Golf Course,2702 N Mission Bay Dr,San Diego,CA,92109,"95,000 (estimated)",Public,1964,$17.00
802,Mission Trails Golf Course,7380 Golfcrest Pl,San Diego,CA,92119,N/A,Public,1950,$31.00
803,Naval Station Golf Course,San Diego Naval S Bldg 348,San Diego,CA,92120,N/A,Military,,$7.00
804,Nine Hole Course at Balboa Park Municipal Golf Club,2600 Golf Course Dr,San Diego,CA,92102,N/A,Public,,$18.00
805,North Course at Admiral Baker Golf Course,Friars Rd & Admiral Baker Rd,San Diego,CA,92120,"130,000 (estimated)",Military,1956,$26.00
806,North East Course at Oaks North Golf Course,12602 Oaks N Dr,San Diego,CA,92128,"65,000 (estimated)",Public,1971,$28.00
807,North Island Golf Club,Cn Golf Course Nas N Island Bldg 800,San Diego,CA,92135,"75,000 (estimated)",Military,1930,$26.00
808,Presidio Hills Golf Course,4136 Wallace St,San Diego,CA,92110,N/A,Public,1928,$10.00
809,Sea n Air Golf Course,Navel Air Station N Island,San Diego,CA,92135,"72,000 (estimated)",Military,1981,$26.00
810,South Course at Admiral Baker Golf Course,Friars Rd & Admiral Baker Rd,San Diego,CA,92120,"130,000 (estimated)",Military,1984,$26.00
811,South North Course at Oaks North Golf Course,12602 Oaks N Dr,San Diego,CA,92128,"65,000 (estimated)",Public,1971,$28.00
812,Tecolote Canyon Golf Course,2755 Snead Ave,San Diego,CA,92111,N/A,Public,1964,$21.00
813,West Course at The Grand Golf Club,5300 Grand Del Mar Way,San Diego,CA,92130,N/A,Semi-Private,1999,N/A
814,San Dimas Canyon Golf Course,2100 Terrebonne Ave,San Dimas,CA,91773,"90,000 (estimated)",Public,,$42.00
815,Via Verde Country Club,1400 Avenida Entrada,San Dimas,CA,91773,"45,000 (estimated)",Private,1961,$50.00
816,Cliffs Course at Olympic Club,524 Post St,San Francisco,CA,94102,N/A,Private,1994,$30.00
817,Fleming Course at Harding Park Golf Course,99 Harding Rd,San Francisco,CA,94132,N/A,Public,1962,$22.00
818,Gleneagles Golf Club,2100 Sunnydale Ave,San Francisco,CA,94134,N/A,Public,1962,$24.00
819,Golden Gate Park Golf Course,47th Ave,San Francisco,CA,94121,N/A,Public,1950,$34.00
820,Harding Course at Harding Park Golf Course,99 Harding Rd,San Francisco,CA,94132,N/A,Public,1925,$90.00
821,Lake Course at Olympic Club,524 Post St,San Francisco,CA,94102,N/A,Private,1860,$75.00
822,Lincoln Park Golf Course,300 34th Ave,San Francisco,CA,94121,"100,000 (estimated)",Public,1908,$35.00
823,Ocean Course at Olympic Club,524 Post St,San Francisco,CA,94102,N/A,Private,1860,$70.00
824,Presidio Golf Course,300 Finley Rd,San Francisco,CA,94129,"75,000 (estimated)",Public,1895,$72.00
825,San Francisco Golf Club,Junipero Serra Blvd & Brotherhood,San Francisco,CA,94132,"22,000 (estimated)",Private,1915,$150.00
826,San Gabriel Country Club,411 E Las Tunas Dr,San Gabriel,CA,91776,"50,000 (estimated)",Private,1904,$65.00
827,San Geronimo Golf Club,5800 Sir Francis Drake Blvd,San Geronimo,CA,94963,"50,000 (estimated)",Public,1965,$65.00
828,Soboba Springs Golf Club,1020 Soboba Rd,San Jacinto,CA,92583,N/A,Semi-Private,1967,$55.00
829,18-Hole Regulation Course at Santa Teresa Golf Club,260 Bernal Rd,San Jose,CA,95119,"100,000 (estimated)",Public,1960,$50.00
830,9-Hole Course at Santa Teresa Golf Club,260 Bernal Rd,San Jose,CA,95119,"100,000 (estimated)",Public,1996,N/A
831,Almaden Golf & Country Club,6663 Hampton Dr,San Jose,CA,95120,"55,000 (estimated)",Private,1969,$75.00
832,Canyon Mountain Course at Cinnabar Hills Golf Club,23600 Mckean Rd,San Jose,CA,95141,"85,000 (estimated)",Public,1998,$120.00
833,Eighteen Hole Course at Villages Golf & Country Club,5000 Cribari Ln,San Jose,CA,95135,"70,000 (estimated)",Private,1970,$35.00
834,Golf Club At Boulder Ridge,1000 Old Quarry Rd,San Jose,CA,95120,N/A,Private,2001,$65.00
835,Lake Canyon Course at Cinnabar Hills Golf Club,23600 Mckean Rd,San Jose,CA,95141,"85,000 (estimated)",Public,1998,$120.00
836,Los Lagos Golf Course,2995 Tuers Rd,San Jose,CA,95121,N/A,Public,2002,$42.00
837,Mountain Lake Course at Cinnabar Hills Golf Club,23600 Mckean Rd,San Jose,CA,95141,"85,000 (estimated)",Public,1998,$120.00
838,San Jose Country Club,15571 Alum Rock Ave,San Jose,CA,95127,"40,000 (estimated)",Private,1912,$100.00
839,San Jose Municipal Golf Course,1560 Oakland Rd,San Jose,CA,95131,"110,000 (estimated)",Public,1968,$44.00
840,Short Nine Course at Villages Golf & Country Club,5000 Cribari Ln,San Jose,CA,95135,"70,000 (estimated)",Private,1970,$15.00
841,Silver Creek Valley Country Club,5460 Country Club Pkwy,San Jose,CA,95138,"43,000 (estimated)",Private,1992,$115.00
842,The Ranch Golf Club,4601 Hill Top View Lane,San Jose,CA,95138,N/A,Public,2004,$100.00
843,Desert Course at Cabo del Sol Golf Course,7 5 Carreterra Transpeninsular,San Jose Del Cabo,CA,23400,N/A,Public,2002,$198.00
844,Ocean Course at Cabo del Sol Golf Course,7 5 Carreterra Transpeninsular,San Jose Del Cabo,CA,23400,N/A,Public,1994,$195.00
845,Marbella Country Club,30800 Golf Club Dr,San Juan Capistrano,CA,92675,"50,000 (estimated)",Private,1989,$90.00
846,San Juan Hills Country Club,32120 San Juan Creek Rd,San Juan Capistrano,CA,92675,"90,000 (estimated)",Public,1966,$45.00
847,Marina Course at Monarch Bay Golf Club,13800 Neptune Dr,San Leandro,CA,94577,"200,000 (estimated)",Public,1983,$18.00
848,Tony Lema Course at Monarch Bay Golf Club,13800 Neptune Dr,San Leandro,CA,94577,"200,000 (estimated)",Public,1983,$83.00
849,Dairy Creek Golf Course,2990 Dairy Creek Rd,San Luis Obispo,CA,93405,N/A,Public,1997,$30.00
850,Laguna Lake Golf Course,11175 Los Osos Valley Rd,San Luis Obispo,CA,93405,N/A,Public,1982,$16.50
851,San Luis Obispo Golf & Country Club,255 Country Club Dr,San Luis Obispo,CA,93401,"45,000 (estimated)",Private,1957,$75.00
852,Twin Oaks Golf Course,1441 N Twin Oaks Valley Rd,San Marcos,CA,92069,N/A,Public,1993,$75.00
853,CordeValle Golf Club,1005 Highland Ave,San Martin,CA,95046,N/A,Private,1999,$110.00
854,Peninsula Golf & Country Club,701 Madera Dr,San Mateo,CA,94403,N/A,Private,1911,$100.00
855,Poplar Creek Golf Course,1700 Coyote Point Dr,San Mateo,CA,94401,N/A,Public,2000,$43.00
856,McInnis Park Golf Center,350 Smith Ranch Rd,San Rafael,CA,94903,"47,000 (estimated)",Public,1993,$25.00
857,Peacock Gap Country Club,333 Biscayne Dr,San Rafael,CA,94901,"55,000 (estimated)",Semi-Private,1962,$60.00
858,Bridges at Gale Ranch,9000 S Gale Ridge Rd,San Ramon,CA,94583,N/A,Public,1998,$95.00
859,Canyon Lakes Country Club,640 Bollinger Canyon Way,San Ramon,CA,94583,"40,000 (estimated)",Public,1987,$75.00
860,San Ramon Royal Vista Golf Course,9430 Fircrest Ln,San Ramon,CA,94583,"75,000 (estimated)",Public,1963,$37.00
861,Sherwood Forest Golf Course,79 N Frankwood Ave,Sanger,CA,93657,N/A,Public,1968,$20.00
862,River View Golf Course,1800 W. Santa Clara,Santa Ana,CA,92706,"55,000 (estimated)",Public,1972,$42.00
863,Santa Ana Country Club,20382 Newport Ave,Santa Ana,CA,92707,"45,000 (estimated)",Private,1924,$80.00
864,Willowick Golf Course,3017 W 5th St,Santa Ana,CA,92703,N/A,Public,1928,$30.00
865,Birnam Wood Golf Club,2031 Packing House Rd,Santa Barbara,CA,93108,"23,000 (estimated)",Private,1968,$40.00
866,Glen Annie Golf Club,405 Glen Annie Rd,Santa Barbara,CA,93117,"36,000 (estimated)",Public,1997,$75.00
867,Hidden Oaks Country Club,4760-G Calle Camarada,Santa Barbara,CA,93110,N/A,Semi-Private,1972,$17.00
868,La Cumbre Country Club,4015 Via Laguna,Santa Barbara,CA,93110,"40,000 (estimated)",Private,1928,$135.00
869,Montecito Country Club,920 Summit Rd,Santa Barbara,CA,93108,N/A,Private,1922,$60.00
870,Rancho San Marcos Golf Course,4600 Hwy 154,Santa Barbara,CA,93105,"40,000 (estimated)",Semi-Private,1998,$115.00
871,Santa Barbara Golf Club,3500 Mccaw Ave,Santa Barbara,CA,93105,"100,000 (estimated)",Public,1958,$35.00
872,Valley Club of Montecito,1901 Valley Rd,Santa Barbara,CA,93108,"20,000 (estimated)",Private,1929,$150.00
873,Pruneridge Golf Course,400 N Saratoga Ave,Santa Clara,CA,95050,N/A,Public,1964,$32.00
874,Santa Clara Golf & Tennis Club,5155 Stars And Stripes Dr,Santa Clara,CA,95054,"45,000 (estimated)",Public,1987,$36.00
875,Mountain Course at Robinson Ranch,27734 Sand Canyon Rd,Santa Clarita,CA,91351,N/A,Public,1999,$125.00
876,Valley Course at Robinson Ranch,27734 Sand Canyon Rd,Santa Clarita,CA,91351,N/A,Public,2000,$125.00
877,De Laveaga Golf Course,401 Upper Park Rd,Santa Cruz,CA,95065,"82,000 (estimated)",Public,1970,$49.50
878,Pasatiempo Golf Club,20 Clubhouse Rd,Santa Cruz,CA,95060,"50,000 (estimated)",Semi-Private,1929,$155.00
879,Rancho Maria Golf Club,1950 Casmalia Rd,Santa Maria,CA,93455,"75,000 (estimated)",Public,1965,$28.00
880,Santa Maria Country Club,505 W Waller Ln,Santa Maria,CA,93455,"55,000 (estimated)",Private,1940,$75.00
881,Sunset Ridge Golf Center,1424 Fairway Dr,Santa Maria,CA,93455,N/A,Public,1995,$12.00
882,Forebay Golf Course,29500 Bayview Rd,Santa Nella,CA,95322,N/A,Public,1965,$19.00
883,Mountain View Golf Course,16799 S Mountain Rd,Santa Paula,CA,93060,N/A,Semi-Private,N/A,$18.00
884,Ozzie Osborns Par 3,17081 S Mountain Rd,Santa Paula,CA,93060,N/A,Public,1995,$13.00
885,Bennett Valley Golf Course,3330 Yulupa Ave,Santa Rosa,CA,95405,N/A,Public,1970,$25.00
886,East Course at Oakmont Golf Club,7025 Oakmont Dr,Santa Rosa,CA,95409,"144,000 (estimated)",Semi-Private,1974,$30.00
887,Fairgrounds Golf Center,1350 Bennett Valley Rd,Santa Rosa,CA,95404,"22,000 (estimated)",Public,1969,$16.00
888,Fountaingrove Resort & Country Club,1525 Fountaingrove Pkwy,Santa Rosa,CA,95403,"45,000 (estimated)",Resort,1985,$75.00
889,Santa Rosa Golf & Country Club,5110 Oak Meadow Dr,Santa Rosa,CA,95401,"40,000 (estimated)",Private,1958,$70.00
890,West Course at Oakmont Golf Club,7025 Oakmont Dr,Santa Rosa,CA,95409,"144,000 (estimated)",Semi-Private,1964,$45.00
891,Wikiup Golf Course,5001 Carriage Ln,Santa Rosa,CA,95403,N/A,Public,1964,$18.00
892,Carlton Oaks Country Club,9200 Inwood Dr,Santee,CA,92071,N/A,Resort,1950,$80.00
893,Saratoga Country Club,21990 Prospect Rd,Saratoga,CA,95070,"30,000 (estimated)",Private,1960,$50.00
894,Valley Gardens Golf Course,263 Mt Hermon Rd,Scotts Valley,CA,95066,N/A,Public,1971,$26.00
895,Sea Ranch Lodge & Golf Links,49300 Hwy 1,Sea Ranch,CA,95497,"23,000 (estimated)",Public,1975,$65.00
896,Leisure World 3 Par Golf Course,13880 Saint Andrews Dr,Seal Beach,CA,90740,"60,000 (estimated)",Private,1960,N/A
897,Old Ranch Country Club,3901 Lampson Ave,Seal Beach,CA,90740,"55,000 (estimated)",Private,1967,$80.00
898,BlackHorse Course at Bayonet Black Horse Golf Course,One Mcclure Way,Seaside,CA,93955,"100,000 (estimated)",Public,N/A,$75.00
899,The Bayonet Course at Bayonet Black Horse Golf Course,One Mcclure Way,Seaside,CA,93955,"100,000 (estimated)",Public,N/A,$100.00
900,Sebastopol Golf Course,2881 Scotts Right Of Way,Sebastopol,CA,95472,N/A,Public,1958,$17.00
901,Selma Valley Golf Course,12389 E Rose Ave,Selma,CA,93662,"40,000 (estimated)",Public,1958,$16.00
902,Mission Hills Little League Golf Course,9801 Haskel Ave,Sepulveda,CA,91343,N/A,Public,,$8.50
903,Shadow Course at Lost Canyons Golf Club,3301 Lost Canyons Dr,Simi Valley,CA,93063,"70,000 (estimated)",Public,2000,$135.00
904,Simi Hills Golf Course,5031 Alamo St,Simi Valley,CA,93063,"100,000 (estimated)",Public,1979,$38.00
905,Sinaloa Golf Course,980 Madera Rd,Simi Valley,CA,93065,N/A,Public,1958,$15.00
906,Sky Course at Lost Canyons Golf Club,3301 Lost Canyons Dr,Simi Valley,CA,93063,"70,000 (estimated)",Public,2000,$135.00
907,Wood Ranch Golf Club,301 Wood Ranch Pkwy,Simi Valley,CA,93065,"50,000 (estimated)",Private,1985,$115.00
908,Lomas Santa Fe Country Club,1505 Lomas Santa Fe Dr,Solana Beach,CA,92075,"50,000 (estimated)",Private,1964,$90.00
909,Lomas Santa Fe Executive Golf Course,1580 Sun Valley Rd,Solana Beach,CA,92075,N/A,Public,,$23.00
910,Ranch Course at Alisal,1054 Alisal Rd,Solvang,CA,93463,"40,000 (estimated)",Private,1955,$90.00
911,Ranch Course at The Alisal,1054 Alisal Rd,Solvang,CA,93463,"50,000 (estimated)",Public,N/A,$100.00
912,River Course at The Alisal,1054 Alisal Rd,Solvang,CA,93463,"50,000 (estimated)",Public,1992,$55.00
913,Saticoy Country Club,4450 N Clubhouse Dr,Somis,CA,93066,"44,500 (estimated)",Private,1964,$125.00
914,Los Arroyos Golf Club,5000 Stage Gulch Rd,Sonoma,CA,95476,"50,000 (estimated)",Public,1968,$17.00
915,Sonoma Golf Club,17700 Arnold Dr,Sonoma,CA,95476,"50,000 (estimated)",Resort,1926,$160.00
916,Mountain Springs Golf & Country Club,17566 Lime Kiln Rd,Sonora,CA,95370,"40,000 (estimated)",Semi-Private,1990,$34.00
917,Phoenix Lake Golf Course,21448 Paseo De Los Portales Rd,Sonora,CA,95370,"33,500 (estimated)",Public,1967,$14.00
